	Score1	Group	Score2	Species Score3	
d8de6768a0bb504bfbba1c325ffefea8	1	NA	1	Bacteroides_stercoris	1
6116cb8f93037a78f179523ab9b09151	0.81	NA	1	Prevotella_stercorea	1
cb65be24591fb2e2d44ab951418a0b49	0.8	NA	1	Prevotella_stercorea	0.73
cd15c83f4a353513c068288989e7f2b7	1	NA	1	Bacteroides_thetaiotaomicron	1
8fee18ad50686736a03b45ac4ee5b7ce	0.98	NA	1	AMBIGUOUS	0
fe2974415488dd52343d4da52de3a76f	0.9	NA	1	Barnesiella_intestinihominis	0.97
f6b2d41f9190ac33e20092574c66e3fa	1	XIVa	1	Ruminococcus_obeum	1
fcf0e367558cd29b08f2266f8c59d9b8	0.98	NA	1	AMBIGUOUS	0
eb5459b0874fbe271ed54dd74a75a19f	0.94	NA	1	Prevotella_copri	1
9900afd17e84273daa717a063f67274d	0.98	NA	1	Anaerostipes_hadrus	1
81876f0c15817a66437695e6e298c06a	1	NA	1	Bacteroides_ovatus	1
844347a02613fae7b131c8c8dca623a7	0.99	IX	0.73	Megasphaera_elsdenii	0.73
2b1750b36c911a2d1e7b67735c897fea	0.9	NA	1	Prevotella_copri	1
a3ce5c4efb35e4a36a4176d36dabbcd9	0.96	NA	1	Phascolarctobacterium_succinatutens	1
01d8c949f6f9fd78628e993001d360b2	0.51	NA	1	Desulfotomaculum_carboxydivorans	0.12
c9196e9776091acad965cea0f1eea2b2	0.83	NA	1	Prevotella_copri	1
c3d14e93b24f6823d3bb6a073c531a80	0.92	NA	1	Prevotella_copri	1
4ccdef8c3253a1e4af99a12a62fa2eae	0.93	NA	1	Catenibacterium_mitsuokai	1
c85f43566a5c1b76d6c07717b05e57c9	0.87	XIVa	0.95	Clostridium_oroticum	0.39
a9625f0b2c6732ad7cdc686db86e0d8f	0.71	NA	1	Prevotella_denticola	0.49
d18121e70b5014499f05710a366313bc	0.64	NA	1	Alloprevotella_rava	1
c39690c6d9010b59a16ceeefef89cb48	0.91	NA	1	Parabacteroides_distasonis	1
11d9b940a9f3e447c2eec45be79b3413	0.98	NA	1	Parabacteroides_distasonis	1
26dae19ef1aa85ed5ebc383678ccd430	0.84	NA	1	Prevotella_copri	1
67db44e3e82317d4a80b6acec451a181	0.72	IV	1	Oscillibacter_valericigenes	0.5
8478625166f5b972ec1ffe40a3656698	1	XIVa	1	Dorea_longicatena	1
5735ed997dffc1d1e77cde7ae5923b8b	0.96	IV	1	Faecalibacterium_prausnitzii	1
872d84aecab867ba49e3813129f216f8	0.95	IV	1	Faecalibacterium_prausnitzii	1
814746e62be819cad2d468c79cc66480	0.86	NA	1	Prevotella_copri	1
69b1ad6cf95a0300321c293aa8f7c79a	0.95	NA	1	Catenibacterium_mitsuokai	1
d7cac42bc743e21ec6d8decae03b2c94	0.69	NA	1	Collinsella_aerofaciens	0.45
9ff6250310372018e311fc8f442f0f28	0.91	NA	1	Prevotella_copri	1
0d5cb3251d4e05ff4aeb90721275b3b0	0.79	AMBIGUOUS	0	AMBIGUOUS	0
07e69575589447bf4a0da86a28aa5a7c	0.74	IV	1	Ruminococcus_bromii	1
6d61c3658993c1253cd10fdd403cda7d	1	NA	1	Odoribacter_splanchnicus	1
444c33716a8f33cada30890f64971988	0.84	AMBIGUOUS	0	AMBIGUOUS	0
e01f6ff47ce540c5e012409e8cbfdccc	0.71	NA	1	Prevotella_oris	0.65
d26e6939f577bd0ec62cdcec0ebd0c4f	0.98	NA	1	Anaerostipes_hadrus	1
909fc5b8252a9145fde5d4727b90ee8b	0.96	XIVa	1	Blautia_luti	0.87
922601acb30dce1bca22dc19d4509cb4	0.7	NA	1	Adlercreutzia_equolifaciens	0.22
80eac82f99da700c69bb5a10a4135981	0.96	NA	1	Prevotella_copri	1
1c5feda868289bd98ee45da432cef970	0.83	NA	1	Prevotella_stercorea	0.9
86ede4b153438c037af7d3df5c025469	1	NA	1	AMBIGUOUS	0
32fabc93a879b316459d71bbc75647aa	1	NA	1	Gemella_haemolysans	0.95
f1ab85deeeec4a28d1f1bc769dc33171	0.98	NA	0.88	Fusobacterium_mortiferum	0.88
70c781d8168698d71c9ef3df054a6868	0.96	NA	1	Veillonella_ratti	1
e6f186f1659ec4c4a6fb4ce63feb4bc9	1	NA	1	Alistipes_putredinis	1
00efe53a66bfe0b32106762bcff5cec6	0.94	XIVa	0.95	Clostridium_nexile	0.9
e540b3b2dbeba0da32d2fb3fa0589a7a	1	NA	1	AMBIGUOUS	0
95504a67c3663c537850e9ceeed0908a	0.96	NA	1	Parabacteroides_distasonis	1
567f218347f29cfd875043365454784e	0.96	XIVa	1	Eubacterium_hallii	1
013eb647eeb3fa118bb63ad2712609f6	0.98	XIVa	1	Eubacterium_rectale	1
dd25c8724075c26d72937a8386c2bdac	1	NA	1	Lysobacter_thermophilus	1
c2d0c10e74c9e8a579a787a06a5f778f	0.71	IV	1	Oscillibacter_valericigenes	0.4
5eacea5f9bf5614a3f4f64a0635e4f6e	1	XIVa	1	Roseburia_intestinalis	0.93
9ef043a5b6b8e25491faafff619a39ed	1	NA	1	AMBIGUOUS	0
7ab4fcfce3337894672579797191018c	0.83	NA	1	Prevotella_copri	1
1f23b516ec16edefaf80c52d9c081100	0.6	NA	1	Enterorhabdus_caecimuris	0.15
0e33fe148efe2ac0491d788fc248b010	1	NA	1	Lactobacillus_ruminis	1
a9ebcf57c817f6357967e48e07d0cccc	1	NA	1	AMBIGUOUS	0
7a5ace93603134f5c7e8ecbf8a4e1940	0.74	IV	1	Ruminococcus_bromii	1
76f11bb87ca9d3b237b56e5c469f7f6a	0.84	NA	0	Acetivibrio_ethanolgignens	0
3e3d21d7b0f2e8ebb12645657ce3b17d	1	NA	1	Bacteroides_coprocola	1
84ea96ca6b7a136dfdfd3c4034e4a547	0.93	NA	1	Megamonas_funiformis	1
8cace4937219fe955d79a1183032c554	0.71	XIVa	0.89	Eubacterium_eligens	0.47
51f6ff225a696ccc066487c9400e390e	1	NA	1	AMBIGUOUS	0
2e3bcc267cf538c9e7ce2b26051e920e	0.48	NA	1	Parabacteroides_merdae	0.43
874de906ec5c909367f291cfdafe321b	0.44	NA	0.39	Alkaliphilus_crotonatoxidans	0.21
77fbe53ed0a89b5745e8925c8641d72f	0.9	NA	1	Dialister_succinatiphilus	1
93ec33d9f80db4629ffe5ebf93a9be0d	0.65	IV	1	Clostridium_leptum	0.35
9a88900da390cc97bf7390e15ab279b2	0.95	IV	1	Faecalibacterium_prausnitzii	1
9aa62913497822e9b047e2d169da2584	0.67	NA	1	Alloprevotella_rava	1
6be33d62f561bf85ee0f7b387688a4b3	0.98	IV	1	Faecalibacterium_prausnitzii	1
4a29b55c24fccc3e5f844a3764803461	1	NA	1	Haemophilus_parainfluenzae	0.98
0ce7462746153a590ada87328b94aec4	1	NA	1	Veillonella_rogosae	1
c501ca770caa0527d765913106ffbc1e	0.94	NA	1	Prevotella_copri	1
12d31003ef0b79c546ad8a9312bcff85	0.94	XI	0.92	Clostridium_glycolicum	0.83
48c69883705a8cfe7d3f65aa3c9eedde	0.65	NA	1	Alloprevotella_rava	1
e56482f00c1f1b69df6c67409b0dc415	0.91	NA	1	Megamonas_funiformis	0.85
7d4c514691b4189d94ed707324b207dd	0.88	NA	1	Prevotella_copri	1
ef944f6828ce942ed0e0ff03af89f9cd	0.98	IV	1	Faecalibacterium_prausnitzii	1
b7e036d0493ed8017bb0ce043a71024b	0.66	NA	0.9	Eubacterium_coprostanoligenes	0.9
4ba8568978396897a18e840c6e8f5362	0.98	XIVa	1	AMBIGUOUS	0
5646fcc95497f49b7307b665f21ef72e	0.65	NA	1	Solobacterium_moorei	0.75
cb6b8a8abb7ebcb58d6f963d838df820	1	NA	1	AMBIGUOUS	0
95c310b413c3230c4f6be014f9bc317f	1	XIII	1	Finegoldia_magna	1
e74cbe38fc8d542db319d8fafca62213	0.84	XIVa	0.98	Clostridium_celerecrescens	0.23
beceb8f4ca2ca815b8994aa4faf7d2ec	1	NA	1	AMBIGUOUS	0
63c1e3397c11a06d3e2b7a4dc654159b	0.66	XIVa	0.89	Butyrivibrio_fibrisolvens	0.57
dedff6cd8503c72cf204a1e3cc8ddd0c	1	NA	1	Bacteroides_coprocola	1
86ce874d874b5690ec140afe2814fce5	0.84	XIVa	0.99	Clostridium_celerecrescens	0.04
ab0c42acbebfb9d282907a7659ff34de	0.96	IV	1	Faecalibacterium_prausnitzii	1
b085cd7056743c40457c05b4e86a29e5	0.95	XIVa	1	Eubacterium_hallii	1
809c15c859dcc9680998fc4bbe18b3a5	0.67	NA	1	Alloprevotella_rava	1
94dda1bcf022878a07ffc9af3e4c54d3	0.71	NA	1	Prevotella_denticola	0.1
befd6db85c8f6096ab424afec68ad6f9	1	NA	1	Veillonella_ratti	1
95d5af2f94f1d83eed3086327e967c7c	0.62	NA	1	Enterorhabdus_caecimuris	0.45
9b12fa55333ed0d1a7b9eaa513f09667	0.45	NA	1	AMBIGUOUS	0
b9138ccfefcbc2b90da4c338aeb24dd2	0.96	XIVa	1	AMBIGUOUS	0
30171b101b8d36b6081641aa8311ba75	0.98	NA	1	Bacteroides_ovatus	1
5684f3c50c561d920b373857ad00ad5e	1	NA	1	AMBIGUOUS	0
35fca185cfcfc5471e65580c6fd6e950	0.64	NA	1	Alloprevotella_rava	0.98
3eaf84cc277c8c5960c34c08776c1fd8	1	NA	1	Lactobacillus_delbrueckii	1
c058551b048e29fe4464780b20cd0839	0.95	XVI	1	Eubacterium_biforme	1
6b879b7462ad31410c835fd57ef27052	0.1	NA	1	Helicobacter_heilmannii	0.3
d68e55dce5e34560deb8c5f8cb42f2db	1	NA	1	Collinsella_aerofaciens	1
02d81c1f5c7a7560831bede6291e0779	1	NA	1	AMBIGUOUS	0
b4407d5d9202033129d43f0d4a176067	0.79	NA	1	Olsenella_profusa	0.49
03efd19b36409c647d527b9f7a7349b7	0.9	NA	0.75	Coprococcus_comes	0.75
8112733858122c24cf65a8dd16f716b0	1	NA	1	Gemella_sanguinis	0.82
d0d4ed9623588b920e200a2281dd92ba	1	NA	1	AMBIGUOUS	0
6454f0153161ebd47c122dadee559560	0.98	XIVa	1	AMBIGUOUS	0
1a586b5509b6d1c3ac9334ba35892131	0.81	NA	0.57	Intestinimonas_butyriciproducens	0.57
96a3253c1e62a5730271e23831691131	1	NA	1	Anaerostipes_hadrus	1
24f1a8dc1d94fbe95903070ad5a7bb03	1	XIVa	1	Eubacterium_eligens	1
50d683a49dee39cb98cdee05038b0a33	1	NA	1	AMBIGUOUS	0
d00d4e714049428a0a5ad2baaec86c3c	0.9	NA	1	Prevotella_copri	1
37c0b3710c3584203277d2f5705fbd6e	1	NA	1	Coprococcus_comes	1
7470224985deb13db4a7fd0f01c93646	1	NA	1	Prevotella_stercorea	1
66a29dd8d8680ede09444e042cf3376f	0.98	NA	1	Lactobacillus_ruminis	1
4ab1aa302e4b7deaaacc432958249842	0.85	XIVa	0.73	Ruminococcus_lactaris	0.3
3939170aca91ee0c349b4e5d67daabf7	0.66	NA	1	Alloprevotella_rava	1
e13d7be32a5a9eec4ba05a24c56b49f4	0.93	NA	1	Gemmiger_formicilis	1
057b1525f69a3db6635d85b27189ac45	0.89	IV	1	Ruminococcus_bromii	1
34ddec581f9c3f155c4ee756da5e05a6	0.88	XIVa	0.98	Ruminococcus_lactaris	0.82
6280298ec7241ed6bb09fc44d5d989ad	0.55	NA	1	Barnesiella_intestinihominis	0.77
ccf6adc4e7217c5e2621421f1c379b81	1	NA	1	Lactobacillus_delbrueckii	0.97
27400e49a08421f4d7c618f297812c81	1	NA	1	Coprococcus_catus	1
639a0654777f785683043c23d18f2c75	1	NA	1	Eggerthella_lenta	0.99
0a8bce5a07bac8cb8864ad236cddf8f2	0.84	XIVa	1	Clostridium_celerecrescens	0.31
321b725f94f4188ee068b1a621be398d	0.92	XIVa	1	Dorea_longicatena	0.9
1bb9729da29295e3c7986bdf25b2711d	0.98	NA	1	Haemophilus_parainfluenzae	0.9
b2809733686a37bf292629087bfd9a72	0.96	XIVa	1	Eubacterium_hallii	1
fb85b7b894a26169679e5b86616b4a6d	0.69	NA	1	Alloprevotella_rava	1
327e56de924d0656e1736cb2eebb6d3c	1	NA	1	Brevundimonas_viscosa	1
8cea9173dbc43790316057309a9de2d8	0.98	NA	1	Bacteroides_vulgatus	0.95
ab7ea10793931fdace47576b892144bd	1	XIVa	1	Ruminococcus_torques	1
cfde44988dadc862a56fae47ef75f10c	0.76	XIVa	1	Butyrivibrio_fibrisolvens	0.22
1da81caa0c8de43fac250407a7e778ba	0.98	NA	1	AMBIGUOUS	0
129bd63f7e526b91e3bd219770b188f7	1	NA	1	AMBIGUOUS	0
2de46cbc46b3cfcd55747f51ac56b78b	0.12	NA	0.84	Helicobacter_heilmannii	0
72ab8ec8004373b815e8061df6f0bad4	1	NA	0.97	AMBIGUOUS	0
b74111fe10992a1b022a79527d68432f	0.77	XIVa	0.9	Clostridium_aldenense	0.45
11d589e557677d8e740f3614c51772ea	0.98	AMBIGUOUS	0	AMBIGUOUS	0
b70448d2acd8d644a6679a624cf4d581	0.94	NA	1	Phascolarctobacterium_succinatutens	1
ba21127f397a3fc704e222d9ac9c0e5b	0.96	XIVa	1	Ruminococcus_torques	0.97
3bbd69ef58f70059420e1365af7b54b6	0.98	IV	1	Faecalibacterium_prausnitzii	1
2899c1336c9b7d4ea00af22c01878b35	0.81	NA	0.44	Fusicatenibacter_saccharivorans	0.44
557449deedfd20abca816d43074d2971	1	NA	1	AMBIGUOUS	0
c9ea498f6369cca3719d645af81f970b	0.44	NA	0.47	Alkaliphilus_crotonatoxidans	0.2
8cd127378ea646e6e8deaa822d0fc883	0.99	XIVa	1	Dorea_formicigenerans	1
5ea21a9f9d7308bc98d564420f05a94c	0.96	NA	0.9	Gemmiger_formicilis	0.75
536d3689300bf6eb0be0f34fd32894d7	1	NA	1	Enterobacter_cloacae	0.45
ee6270a4fe9d4ad58f19b6a2feffc306	0.98	NA	0.9	Fusobacterium_mortiferum	0.9
afa0e68abee6ee1f9386b6b61e3993a8	0.48	NA	1	Parabacteroides_merdae	0.3
ad13932dcd486007e2be2dc9f9c20787	0.98	NA	1	Bacteroides_vulgatus	0.95
45f96eb9ce5a84aa64ef825203460305	1	NA	1	Odoribacter_splanchnicus	1
9c7d18b5a6c8cdc35618c8d579a39760	1	NA	1	AMBIGUOUS	0
f411d0c311b7897c39d0b04afe84072e	0.6	NA	1	Alloprevotella_rava	0.78
358b540aa3594d197595f50eb799037f	1	NA	0.87	AMBIGUOUS	0
c6605b1d7adb48802b253a9f088cbf1b	0.88	NA	1	Dialister_succinatiphilus	1
d0df7f81847dd36b556ed11cc9ef56e8	0.96	XIVa	1	Coprococcus_eutactus	1
a91ee7050c94525bcf1b9c71e038d150	0.91	XIVa	0.93	Clostridium_oroticum	0.65
a1b506f9379ab368e31064aeb3fb4c29	0.66	XIVa	0.85	Butyrivibrio_fibrisolvens	0.72
44f8bd7d0ec550a7803a7981b0d9cf39	1	IX	1	Phascolarctobacterium_faecium	1
7c6c81f507b03bf6393ffafd9cbe6015	1	NA	1	AMBIGUOUS	0
8590e9bf7aa9de76fc386f4a66af3e04	0.98	XIVa	1	AMBIGUOUS	0
3bfb4e6b03ac5b2df63ac4d08d92d78e	0.98	NA	1	Anaerostipes_hadrus	1
bcb8c45bffc9de53d4c99c9bd62e62a6	0.62	NA	0.34	Eubacterium_coprostanoligenes	0.32
f2336f4da44f6c90b708b1078c856606	0.92	NA	1	Prevotella_copri	1
df393e87b1c14862c1bd53b4c0c2ca5e	0.98	NA	1	Prevotella_copri	1
16b1c1ccc0334b483c3299a650e1f250	0.7	IV	0.96	Oscillibacter_valericigenes	0.13
25d364c97b3cc167444aec2b77017cf0	0.77	XIVa	0.87	AMBIGUOUS	0
81dfa82e0d37956a9952bc8f56fc3373	0.08	NA	1	Chlamydomonas_reinhardtii	0.1
18a692b20a9b63b55e24c768019a7d06	0.91	NA	1	Sutterella_stercoricanis	1
105155573634d032f172f44d86be1e2a	1	NA	1	Veillonella_parvula	0.89
a5c37eeb7e12816908bcd3a4bd15fd65	0.58	NA	0.32	Anaerosphaera_aminiphila	0.12
51b33f7aa31a74fc391444faeb7e614b	0.89	NA	1	Prevotella_copri	1
2203745c95b76e707560f6a551fe92a7	1	NA	1	Bifidobacterium_angulatum	0.8
ce0251586ccace7038ee0807ca81bc6f	0.73	IV	1	Oscillospira_guilliermondii	0.66
3ef49a173c6fa4e3f1c4ced15eac783c	0.82	NA	1	Prevotella_copri	1
8de96be7c0e18e1fb8199bce33982aed	1	NA	1	Bacteroides_ovatus	1
b74f999d0f649105a008dd8096375746	1	NA	1	Bacteroides_vulgatus	1
e84aaebd12bb468a7c346649b85c9dc5	0.94	XIVa	1	Ruminococcus_gnavus	1
1302d7987dc2a2220cf9745b929aff0f	0.9	NA	1	Dialister_succinatiphilus	1
c3bc98b60c2bedc04645cd5508cfce1b	1	NA	1	AMBIGUOUS	0
ba5a742366983c4728acc14fa8a80ab7	0.96	XIVa	1	Eubacterium_ramulus	1
798eef11345914768e62232874f6ea24	1	NA	1	AMBIGUOUS	0
349dc425bddd59f237730bd0936816eb	0.98	NA	1	Bacteroides_thetaiotaomicron	0.98
f31149ec3c880ee86c3b38ec9c1f0147	1	NA	1	AMBIGUOUS	0
00ebc776f92bc234aeb6f9acc48b034d	0.83	NA	1	Prevotella_stercorea	1
398eaa8964811f5d9b79370343317200	1	NA	1	Roseburia_inulinivorans	1
8b29174876cd97ff9c1eb5b6a2eb5e47	0.91	XIVa	0.89	Clostridium_oroticum	0.47
f1828b6eeff6a3f0ed00723ea64845d4	1	NA	1	AMBIGUOUS	0
1dd6c428b6cbd5884f337fa99bedf545	0.66	NA	1	Alloprevotella_rava	1
409522d769fa800537b1480d89be9ef5	0.66	NA	1	Alloprevotella_rava	1
6d1c50c31d0e11195af0e74341015a04	0.6	NA	1	Alloprevotella_rava	1
fb1d33f953936b1fc2ef85f081350b98	1	IX	1	Megasphaera_elsdenii	1
b7a1ab5d56b2dc8558c3e00938e01de0	1	XI	1	Clostridium_bartlettii	0.92
3a29f0f27c3a94360a5b1ddcc871074b	0.61	NA	1	Alloprevotella_rava	0.87
310fe73192dfe11a20a91e1b014b960b	0.98	NA	1	Collinsella_aerofaciens	1
38a223f252daac7282848b377f27bc2a	0.98	NA	1	Cetobacterium_somerae	1
16d84c22d527fc7127b769bb388b7270	0.98	NA	1	AMBIGUOUS	0
7eedda3225830bbeff7fe203520980d6	0.89	NA	1	Paraprevotella_clara	1
616f5d98dd0563c400ef23edbf0aa285	1	NA	1	Klebsiella_pneumoniae	0.88
123994127e14002e2a08556f589bfb2b	1	NA	1	Haemophilus_pittmaniae	1
016a11ba1c7c67202683f74058d245eb	0.74	IV	1	Oscillibacter_valericigenes	0.8
8585dd54c9cfd06fcf889db4a4a8213f	0.68	NA	1	Prevotella_multisaccharivorax	0.5
a1cb63e6d85691b56829352aa647eaae	1	IV	1	Ruminococcus_bromii	1
20a7e06f439a165f54c8863291702b5c	1	NA	1	AMBIGUOUS	0
4e2dbf7f47ec4f18e8be86f148c2ed0c	0.99	NA	1	Bacteroides_ovatus	1
86d38b86bf5c144bb63d1c0122f9728b	1	NA	1	AMBIGUOUS	0
3ce3329d36b11c6e2c27c4db4273a1e6	0.96	IV	1	Faecalibacterium_prausnitzii	1
f3ee1247b307fcaeac2a06b9fbe0d82d	0.92	XIVa	0.8	Clostridium_hylemonae	0.67
31ebb9db2e7f2540b4cce7f1f777c284	0.94	XIII	0.63	AMBIGUOUS	0
38a2234e5ed29b4cd72e22589ee1a90b	1	NA	1	Lactobacillus_salivarius	1
fab3a39f3f89ca0e0d27bb22509a09c8	0.97	NA	1	AMBIGUOUS	0
eef01de3d378bf59d09f0f4e6cf34a32	0.98	NA	1	Howardella_ureilytica	1
95a794ce0684cdb55aafcd5cb0c3e212	1	NA	1	AMBIGUOUS	0
8e241667b26c660e3e9f9f4048d99135	0.96	NA	1	Cetobacterium_somerae	1
dfe5422ded2644b7be85e1cab8c50003	0.11	NA	0.88	Guillardia_theta	0.02
4834dc6c78ecee37307485a03a023ce5	0.98	XIVa	1	AMBIGUOUS	0
de6f5fbb2cab20442c28434780f6c5e9	0.98	NA	1	AMBIGUOUS	0
867e561a3d357e7fcfd9213e8e723bb6	0.47	NA	0.85	AMBIGUOUS	0
558fd16c92f19530d5e5c7ca1bdbdc99	0.83	XIVa	0.98	Clostridium_asparagiforme	0.02
8cc9f16c0dbd12675042a92ca39d3f5a	1	NA	1	AMBIGUOUS	0
0b85a4a93e5969a5c28f0380c0d92806	0.33	NA	0.88	Acidovorax_temperans	0.05
c6788c76a1648ea22f2dd8e5c873252c	0.98	IV	1	Faecalibacterium_prausnitzii	1
b19bea3b416299bb45afabc61a438fc0	0.84	NA	1	Prevotella_copri	1
526fa3adcf160f69e31d490b3668ff22	0.6	NA	1	Enterorhabdus_caecimuris	0.22
bf6eb414fce940fabb64142329a017d4	0.99	NA	1	Escherichia/Shigella_coli	0.8
6a4989e68e4057873dd951816f959470	1	IV	1	Eubacterium_siraeum	1
64efe84c67893c15c46d2b7db359ec5f	0.76	XIVa	0.94	Eubacterium_eligens	0.27
892f5ab5f41f6c3cb0571c25b859f432	0.95	XIVa	1	Eubacterium_hallii	1
5584a00e19b659fad5f380cc2bfc1cfd	1	NA	1	Bacteroides_uniformis	1
c42cfa4a15c09be5598d042175f4b8f7	0.74	XIVa	0.59	AMBIGUOUS	0
5e02aeb20fd0606b1859ae4ce82a3df5	0.97	XIVa	1	Clostridium_glycyrrhizinilyticum	0.95
a5a99d95f7ea14d3be9564f2c3e7be21	0.87	NA	1	Hydrotalea_flava	1
af5f9f8530c8a7d67b7cca156338a50a	0.98	NA	1	AMBIGUOUS	0
41231af2ee329ef86a46714bf50a14ee	0.85	XIVa	0.67	Ruminococcus_lactaris	0.3
56671ddce1758f53a366571b5dd5d63c	0.91	NA	1	Prevotella_copri	1
830fcce996bc7047f2724173d3709040	0.85	XIVa	0.67	Ruminococcus_lactaris	0.02
558f34ec200d0d3790cfee77ead12ec4	0.93	NA	1	Catenibacterium_mitsuokai	1
6a5e162ea8cea2b26d603b0e94fe9cfa	0.98	IV	1	Faecalibacterium_prausnitzii	1
73d8da7c9c1d2bc71b32d8f634991b90	1	NA	1	Anaerostipes_hadrus	1
4ecf505057740c28e32120acab319f50	1	NA	1	Anaerococcus_vaginalis	1
357b4ad3a51293032ec17eebf50acbc8	1	NA	1	AMBIGUOUS	0
1cd6db75ca3cccfe3a18f005c20cd823	1	NA	1	AMBIGUOUS	0
da74ae1a219c9be005571231214b73cd	1	NA	1	Sutterella_wadsworthensis	1
f58d8018a45951d6cd2a545f20692059	0.77	NA	1	Eubacterium_coprostanoligenes	1
9837b47573be461657a5da6cabecf7db	1	NA	1	AMBIGUOUS	0
5a0e8353fc66c021c304eb1c22063b2c	0.98	NA	1	Lysobacter_thermophilus	1
b7dac03a0b1379ccc67f34f67c219a14	1	NA	1	Corynebacterium_amycolatum	0.73
9f8c0c6ee9ff15858c8e6afbf96c8c8a	0.68	NA	1	Enterorhabdus_mucosicola	0.45
4b20d474b2ded4612371c869711a12ce	0.95	NA	1	Megamonas_funiformis	1
eb52120a6da5ff6b2b2501d701827bf4	1	NA	1	Parabacteroides_distasonis	1
6ff10363e70d5d727d978f727df48170	1	NA	1	Parabacteroides_distasonis	1
976528e39747d4d3dae9ff6792d98ee5	1	NA	1	AMBIGUOUS	0
8f3f68a29f6a6ff680fa9f345ea17e95	0.81	NA	1	Prevotella_stercorea	0.92
9734813f89a73ea26184bc2f0d97b03d	0.75	IV	1	Oscillospira_guilliermondii	0.62
7ab177a8c048c306bba2d8725e7d2e0b	0.6	NA	1	Alloprevotella_rava	0.97
e21660c6ef5c9e4b94f8aa0d5972dd76	0.59	III	0.6	Clostridium_thermocellum	0.38
3c766d78d3bcf1664dd7a4c2a6f60998	0.12	NA	0.99	AMBIGUOUS	0
d085ef38868e3c048bb702a9200eed71	1	NA	1	Bifidobacterium_ruminantium	0.82
8ed6df2cce175d88f5b69e64af89e9f3	1	XIVa	1	Eubacterium_ramulus	1
f54c051cc13162b0d24ad3510e3f990b	0.96	NA	1	Mitsuokella_multacida	0.75
f01b8c7887ac831a756135c2fe197dfc	0.89	NA	0.17	AMBIGUOUS	0
e51d061958cc85334f0c0e7047713232	0.93	NA	1	Prevotella_copri	1
57dbadb583c39d70d268544a3777717a	1	XIII	1	Finegoldia_magna	1
7b4b1fa1be619cbb19ec532091265627	0.98	NA	1	AMBIGUOUS	0
8417095a8b399174b74fc681fb5360e3	0.98	IV	1	Faecalibacterium_prausnitzii	1
a8e6f4d0adfd966b598108a3f82ff02e	0.55	NA	1	Barnesiella_intestinihominis	0.77
45d671c0fc535639db0adf8e005aff29	0.94	XIVa	1	Clostridium_nexile	0.9
2090ad4dff5198339ca9a9fd4540c138	1	AMBIGUOUS	0	AMBIGUOUS	0
3df1ed548ee830efa63e2ba8d6486001	1	NA	1	AMBIGUOUS	0
15682848c03c35b2cb3c8d0b497db434	0.98	NA	1	Cetobacterium_somerae	1
cd842ea9e713727179bc90ec8fc1693b	0.98	XIVa	0.88	Eubacterium_rectale	0.78
1e5e232bfc04227cf1c6aecf0303ab47	0.98	NA	1	AMBIGUOUS	0
d1be642b6c7b0e1fc41e95f9eed68739	0.8	XIVa	0.88	Ruminococcus_lactaris	0.23
1eb7e1d7d02b79e1efa811899d16b376	0.59	III	0.8	Clostridium_thermocellum	0.58
94d5c867a13cac6b774cfff3943db5e0	0.83	NA	1	Prevotella_stercorea	1
640c987339f4f2baa6e524690b3ffd95	1	NA	1	AMBIGUOUS	0
d1f66371971c404754d7fdea80e63bf1	1	XIVa	1	Eubacterium_ramulus	1
8d66530dc6984e1d533ba1f9f1dc71d8	0.9	XIVa	0.75	Anaerostipes_butyraticus	0.65
912863e9d4b051a7174f1f0008814d72	1	NA	1	AMBIGUOUS	0
c09437b47affdb3660083b81c8ab17dc	0.98	NA	1	Odoribacter_splanchnicus	1
7d56a54f0952f360933e535fa78703f2	1	NA	1	AMBIGUOUS	0
69b49ccd813d4b48f0174e942f4a4c5a	0.98	NA	1	AMBIGUOUS	0
f4ab07d9098920e700b72bb0940a3a95	1	NA	1	Rothia_mucilaginosa	1
24dd696bbab71dc0f303ba4b29541467	0.86	XIVa	0.93	Blautia_luti	0.5
c9b66270b3fa1d119b390595866d192c	0.7	NA	0.8	Butyricicoccus_pullicaecorum	0.8
d9ebf03f36d3682c5f4227077ec168f2	0.9	NA	1	Prevotella_copri	1
cc22c8f8cd5f0a893b42d513597625c1	1	NA	1	Meiothermus_silvanus	1
9ae69f4730ce6ebe373657c74b9b32c5	1	NA	1	Prevotella_bivia	1
b0ef7a73ce4a1c21b3f6252ae80c1c7f	1	NA	1	AMBIGUOUS	0
af0a97bb89367c8b231bf19806fca624	1	NA	1	AMBIGUOUS	0
1ee9dc264efdfc00dbaeb4e99df4ee90	0.62	NA	0.29	AMBIGUOUS	0
f7f09008c2f21c9ee78f0e54b7b3de23	1	NA	1	AMBIGUOUS	0
c7e1267081ab1e53a7ad43633fbe392c	0.66	NA	1	Alloprevotella_rava	1
0f33340618df497d22c45c8c10e5b3e7	0.95	NA	1	Prevotella_copri	1
9237da77dd6f1a1fcce90f09d9021c12	0.98	NA	1	AMBIGUOUS	0
2df852ed76f48b8dbd1c3931b37b3379	0.71	IV	1	Oscillibacter_valericigenes	0.5
0e6ba34e525ec1e26b79748678a16767	0.63	NA	1	Enterorhabdus_caecimuris	0.42
f3906ef9250c6c906cada0ef56b1deeb	1	NA	1	Phascolarctobacterium_succinatutens	1
ae9f20b4c2326ee438e1879ec70f3ded	0.98	NA	1	Bacteroides_ovatus	1
